,date,t1,pitcher,t2,batter,inning,result,pitch_type,mph,rpm,vbreak,up_down,hbreak,left_right,count,left_right_raw,result_raw,pitch_type_raw,fifax
2265,2021-9-1,Athletics,Daulton Jefferies,Tigers,Derek Hill,8,Strike,Sinker,93.4,2130,17,↓,16,True,"(0, 1)",←,Called Strike,Sinker,0.5861923321546698
2266,2021-9-1,Athletics,Daulton Jefferies,Tigers,Derek Hill,8,Ball,Curveball,80.0,2526,44,↓,1,False,"(0, 2)",→,Ball,Curveball,0.6908876897171734
2267,2021-9-1,Athletics,Daulton Jefferies,Tigers,Derek Hill,8,Strike,Sinker,93.7,2130,17,↓,15,True,"(1, 2)",←,Called Strike,Sinker,0.5780834982141078
2268,2021-9-1,Athletics,Daulton Jefferies,Tigers,Akil Baddoo,8,Strike,Changeup,86.3,1526,33,↓,16,True,"(0, 0)",←,Swinging Strike,Changeup,0.5587667057608793
2269,2021-9-1,Athletics,Daulton Jefferies,Tigers,Akil Baddoo,8,Foul,Changeup,86.1,1541,32,↓,15,True,"(0, 1)",←,Foul,Changeup,0.5432721203320426
2270,2021-9-1,Athletics,Daulton Jefferies,Tigers,Akil Baddoo,8,Ball,Fastball,93.2,2090,16,↓,13,True,"(0, 2)",←,Ball,4-Seam Fastball,0.6240227412013483
2271,2021-9-1,Athletics,Daulton Jefferies,Tigers,Akil Baddoo,8,Contact,Sinker,93.2,2064,16,↓,16,True,"(1, 2)",←,"In play, run(s)",Sinker,0.6180454527906367
2272,2021-9-1,Athletics,Daulton Jefferies,Tigers,Jonathan Schoop,8,Strike,Sinker,93.4,2097,16,↓,14,True,"(0, 0)",←,Called Strike,Sinker,0.6257551518604412
2273,2021-9-1,Athletics,Daulton Jefferies,Tigers,Jonathan Schoop,8,Contact,Sinker,93.7,2069,17,↓,14,True,"(0, 1)",←,"In play, out(s)",Sinker,0.5749084202891406
2274,2021-9-1,Athletics,Gregory Soto,Tigers,Yan Gomes,9,Ball,Sinker,99.0,2373,14,↓,16,False,"(0, 0)",→,Ball,Sinker,0.6588635814567126
2275,2021-9-1,Athletics,Gregory Soto,Tigers,Yan Gomes,9,Strike,Sinker,99.5,2377,15,↓,17,False,"(1, 0)",→,Called Strike,Sinker,0.6586929864485934
2276,2021-9-1,Athletics,Gregory Soto,Tigers,Yan Gomes,9,Strike,Slider,89.4,2346,27,↓,1,False,"(1, 1)",→,Swinging Strike,Slider,0.6652471496679225
2277,2021-9-1,Athletics,Gregory Soto,Tigers,Yan Gomes,9,Strike,Fastball,98.9,2452,13,↓,10,False,"(1, 2)",→,Swinging Strike,4-Seam Fastball,0.6826612007535713
2278,2021-9-1,Athletics,Gregory Soto,Tigers,Josh Harrison,9,Strike,Sinker,100.1,2289,15,↓,17,False,"(0, 0)",→,Called Strike,Sinker,0.6575031762715459
2279,2021-9-1,Athletics,Gregory Soto,Tigers,Josh Harrison,9,Ball,Sinker,99.1,2316,14,↓,17,False,"(0, 1)",→,Ball,Sinker,0.6669376842868207
2280,2021-9-1,Athletics,Gregory Soto,Tigers,Josh Harrison,9,Contact,Slider,89.9,2355,28,↓,2,False,"(1, 1)",→,"In play, out(s)",Slider,0.6641956851307799
2281,2021-9-1,Athletics,Gregory Soto,Tigers,Starling Marte,9,Strike,Slider,88.3,2192,28,↓,1,True,"(0, 0)",←,Called Strike,Slider,0.6631402445877632
2282,2021-9-1,Athletics,Gregory Soto,Tigers,Starling Marte,9,Strike,Sinker,99.6,2426,17,↓,17,False,"(0, 1)",→,Swinging Strike,Sinker,0.6219703759688235
2283,2021-9-1,Athletics,Gregory Soto,Tigers,Starling Marte,9,Ball,Sinker,99.7,2409,19,↓,16,False,"(0, 2)",→,Ball,Sinker,0.5876506109078832
2284,2021-9-1,Athletics,Gregory Soto,Tigers,Starling Marte,9,Foul,Sinker,99.7,2344,16,↓,16,False,"(1, 2)",→,Foul,Sinker,0.6362855348768707
2285,2021-9-1,Athletics,Gregory Soto,Tigers,Starling Marte,9,Foul,Sinker,99.0,2331,14,↓,15,False,"(1, 2)",→,Foul,Sinker,0.6544385842027693
2286,2021-9-1,Athletics,Gregory Soto,Tigers,Starling Marte,9,Strike,Slider,91.9,2365,26,↓,2,False,"(1, 2)",→,Swinging Strike,Slider,0.6818266241028268
2287,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,1,Strike,Fastball,96.8,2224,11,↓,5,True,"(0, 0)",←,Foul Tip,4-Seam Fastball,0.6648505481948946
2288,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,1,Strike,Curveball,81.4,2695,57,↓,1,False,"(0, 1)",→,Swinging Strike,Curveball,0.6925309651456413
2289,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,1,Strike,Fastball,98.6,2368,9,↓,6,True,"(0, 2)",←,Called Strike,4-Seam Fastball,0.7466125389409342
2290,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,1,Strike,Fastball,97.8,2474,8,↓,5,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.7478849054572785
2291,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,1,Strike,Fastball,98.0,2451,9,↓,7,True,"(0, 1)",←,Swinging Strike,4-Seam Fastball,0.7469033712096763
2292,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,1,Ball,Fastball,99.1,2532,7,↓,5,True,"(0, 2)",←,Ball,4-Seam Fastball,0.7718683894234488
2293,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,1,Ball,Slider,88.4,2850,36,↓,3,False,"(1, 2)",→,Ball,Slider,0.6724486410350821
2294,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,1,Ball,Slider,88.9,2886,32,↓,3,False,"(2, 2)",→,Ball,Slider,0.6763640769591117
2295,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,1,Strike,Fastball,97.7,2376,9,↓,4,True,"(3, 2)",←,Swinging Strike,4-Seam Fastball,0.7392408318075473
2296,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,1,Strike,Fastball,97.9,2344,10,↓,8,True,"(0, 0)",←,Swinging Strike,4-Seam Fastball,0.6867368928783916
2297,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,1,Strike,Fastball,98.6,2281,9,↓,5,True,"(0, 1)",←,Foul Tip,4-Seam Fastball,0.7233766859416544
2298,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,1,Foul,Fastball,98.0,2349,10,↓,6,True,"(0, 2)",←,Foul,4-Seam Fastball,0.6851690528674572
2299,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,1,Strike,Slider,84.7,2651,39,↓,9,False,"(0, 2)",→,Called Strike,Slider,0.6843453969596964
2300,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,1,Ball,Fastball,94.7,2088,20,↓,11,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5674226782760283
2301,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,1,Ball,Changeup,86.4,2016,34,↓,21,False,"(1, 0)",→,Ball,Changeup,0.57431522367188
2302,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,1,Strike,Fastball,93.8,2209,19,↓,15,False,"(2, 0)",→,Swinging Strike,4-Seam Fastball,0.6034280408787547
2303,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,1,Foul,Fastball,94.4,2206,18,↓,14,False,"(2, 1)",→,Foul,4-Seam Fastball,0.6059568472690441
2304,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,1,Ball,Slider,79.9,2306,49,↓,11,True,"(2, 2)",←,Hit By Pitch,Slider,0.6845960181368224
2305,2021-9-1,Red Sox,Chris Sale,Rays,Nelson Cruz,1,Ball,Changeup,88.2,2156,31,↓,21,False,"(2, 2)",→,Ball,Changeup,0.598034851460048
2306,2021-9-1,Red Sox,Chris Sale,Rays,Nelson Cruz,1,Contact,Changeup,87.8,2110,33,↓,21,False,"(3, 2)",→,"In play, no out",Changeup,0.5805249934913476
2307,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,1,Ball,Changeup,87.8,2152,32,↓,21,False,"(0, 0)",→,Ball,Changeup,0.5794933072193389
2308,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,1,Strike,Fastball,94.9,2194,17,↓,12,False,"(1, 0)",→,Foul Tip,4-Seam Fastball,0.5966853766924735
2309,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,1,Foul,Fastball,95.0,2182,19,↓,13,False,"(1, 1)",→,Foul,4-Seam Fastball,0.5916937691753382
2310,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,1,Ball,Fastball,94.3,2183,18,↓,11,False,"(1, 2)",→,Ball,4-Seam Fastball,0.5789305869337656
2311,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,1,Contact,Slider,78.8,2279,49,↓,12,True,"(2, 2)",←,"In play, out(s)",Slider,0.6895992678155917
2312,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,1,Ball,Fastball,94.3,2261,19,↓,16,False,"(0, 0)",→,Ball,4-Seam Fastball,0.6039073908155931
2313,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,1,Foul,Fastball,95.2,2175,17,↓,12,False,"(1, 0)",→,Foul,4-Seam Fastball,0.5935000666332061
2314,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,1,Foul,Fastball,94.1,2182,19,↓,14,False,"(1, 1)",→,Foul,4-Seam Fastball,0.5998376087994863
2315,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,1,Contact,Changeup,89.0,2094,34,↓,20,False,"(1, 2)",→,"In play, out(s)",Changeup,0.5778442552592934
2316,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,2,Ball,Fastball,96.0,2234,9,↓,7,True,"(0, 0)",←,Ball,4-Seam Fastball,0.7136579776979158
2317,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,2,Foul,Fastball,96.1,2310,8,↓,7,True,"(1, 0)",←,Foul,4-Seam Fastball,0.7568607869738919
2318,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,2,Strike,Fastball,97.3,2330,9,↓,6,True,"(1, 1)",←,Called Strike,4-Seam Fastball,0.7409002585758654
2319,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,2,Ball,Slider,88.0,2662,34,↓,4,False,"(1, 2)",→,Ball,Slider,0.6685448880646968
2320,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,2,Ball,Slider,87.1,2673,38,↓,3,False,"(2, 2)",→,Ball,Slider,0.6672202465142385
2321,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,2,Strike,Fastball,97.5,2351,11,↓,3,True,"(3, 2)",←,Swinging Strike,4-Seam Fastball,0.6755654141094357
2322,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Ball,Fastball,96.0,2286,12,↓,8,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6693337547091172
2323,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Strike,Fastball,96.4,2393,10,↓,6,True,"(1, 0)",←,Called Strike,4-Seam Fastball,0.689586212607934
2324,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Strike,Curveball,80.5,2545,56,↓,1,False,"(1, 1)",→,Called Strike,Curveball,0.687086196868119
2325,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Foul,Fastball,98.0,2383,9,↓,6,True,"(1, 2)",←,Foul,4-Seam Fastball,0.742766401528271
2326,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Foul,Slider,88.2,2728,32,↓,3,False,"(1, 2)",→,Foul,Slider,0.6736790581836574
2327,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Ball,Slider,87.0,2713,35,↓,7,False,"(1, 2)",→,Ball,Slider,0.6784448068963642
2328,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,2,Contact,Fastball,97.3,2287,12,↓,7,True,"(2, 2)",←,"In play, no out",4-Seam Fastball,0.662789941981534
2329,2021-9-1,Red Sox,Drew Rasmussen,Rays,Christian Vazquez,2,Ball,Fastball,97.1,2441,7,↓,7,True,"(0, 0)",←,Ball,4-Seam Fastball,0.7696144776866967
2330,2021-9-1,Red Sox,Drew Rasmussen,Rays,Christian Vazquez,2,Ball,Fastball,96.0,2435,10,↓,10,True,"(1, 0)",←,Ball,4-Seam Fastball,0.6945582260050894
2331,2021-9-1,Red Sox,Drew Rasmussen,Rays,Christian Vazquez,2,Strike,Fastball,95.6,2477,12,↓,9,True,"(2, 0)",←,Swinging Strike,4-Seam Fastball,0.6840512074970686
2332,2021-9-1,Red Sox,Drew Rasmussen,Rays,Christian Vazquez,2,,Slider,88.8,2705,30,↓,0,False,"(2, 1)",,Ball In Dirt,Slider,0.6845969841965075
2333,2021-9-1,Red Sox,Drew Rasmussen,Rays,Christian Vazquez,2,Contact,Fastball,96.3,2329,11,↓,9,True,"(3, 1)",←,"In play, run(s)",4-Seam Fastball,0.685226567535071
2334,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jarren Duran,2,Strike,Fastball,98.0,2443,10,↓,8,True,"(0, 0)",←,Swinging Strike,4-Seam Fastball,0.6865304646721531
2335,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jarren Duran,2,Strike,Fastball,98.0,2570,9,↓,6,True,"(0, 1)",←,Swinging Strike,4-Seam Fastball,0.7368222065941731
2336,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jarren Duran,2,Strike,Fastball,97.8,2504,8,↓,6,True,"(0, 2)",←,Swinging Strike,4-Seam Fastball,0.7444773860366553
2337,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jack Lopez,2,Strike,Fastball,97.6,2564,11,↓,8,True,"(0, 0)",←,Swinging Strike,4-Seam Fastball,0.687668570384334
2338,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jack Lopez,2,Strike,Fastball,97.5,2592,8,↓,7,True,"(0, 1)",←,Swinging Strike,4-Seam Fastball,0.7411389645409434
2339,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jack Lopez,2,Foul,Fastball,98.8,2560,7,↓,6,True,"(0, 2)",←,Foul,4-Seam Fastball,0.7700947420087034
2340,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jack Lopez,2,Contact,Slider,87.7,2818,38,↓,3,False,"(0, 2)",→,"In play, out(s)",Slider,0.6691751022404556
2341,2021-9-1,Red Sox,Chris Sale,Rays,Manuel Margot,2,Strike,Slider,74.9,2051,54,↓,13,True,"(0, 0)",←,Called Strike,Slider,0.7172561006177482
2342,2021-9-1,Red Sox,Chris Sale,Rays,Manuel Margot,2,Contact,Changeup,85.6,2044,32,↓,22,False,"(0, 1)",→,"In play, no out",Changeup,0.5762040517045308
2343,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,2,Foul,Fastball,93.8,2251,18,↓,17,False,"(0, 0)",→,Foul,4-Seam Fastball,0.612899228988601
2344,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,2,Strike,Fastball,93.8,2219,19,↓,14,False,"(0, 1)",→,Swinging Strike,4-Seam Fastball,0.6037516006445504
2345,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,2,Ball,Fastball,93.2,2141,17,↓,11,False,"(0, 2)",→,Ball,4-Seam Fastball,0.5880999878859042
2346,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,2,Ball,Slider,78.0,2191,50,↓,7,True,"(1, 2)",←,Ball,Slider,0.6675273699924649
2347,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,2,Ball,Fastball,95.0,2311,17,↓,13,False,"(2, 2)",→,Ball,4-Seam Fastball,0.6422250190960993
2348,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,2,Ball,Fastball,94.5,2263,16,↓,14,False,"(3, 2)",→,Ball,4-Seam Fastball,0.6374838014546734
2349,2021-9-1,Red Sox,Chris Sale,Rays,Jordan Luplow,2,Strike,Slider,78.6,2101,49,↓,4,True,"(0, 0)",←,Called Strike,Slider,0.6580298447589967
2350,2021-9-1,Red Sox,Chris Sale,Rays,Jordan Luplow,2,Foul,Fastball,94.5,2318,18,↓,13,False,"(0, 1)",→,Foul,4-Seam Fastball,0.6369623055744026
2351,2021-9-1,Red Sox,Chris Sale,Rays,Jordan Luplow,2,Foul,Slider,79.7,2220,46,↓,12,True,"(0, 2)",←,Foul,Slider,0.6881620304977358
2352,2021-9-1,Red Sox,Chris Sale,Rays,Jordan Luplow,2,Contact,Fastball,94.8,2298,19,↓,15,False,"(0, 2)",→,"In play, out(s)",4-Seam Fastball,0.6271502881904029
2353,2021-9-1,Red Sox,Chris Sale,Rays,Joey Wendle,2,Ball,Fastball,95.8,2431,15,↓,16,False,"(0, 0)",→,Ball,4-Seam Fastball,0.6598606783930324
2354,2021-9-1,Red Sox,Chris Sale,Rays,Joey Wendle,2,Ball,Fastball,94.8,2339,17,↓,15,False,"(1, 0)",→,Ball,4-Seam Fastball,0.6417022497476765
2355,2021-9-1,Red Sox,Chris Sale,Rays,Joey Wendle,2,Strike,Fastball,95.1,2333,18,↓,15,False,"(2, 0)",→,Called Strike,4-Seam Fastball,0.6330378211202805
2356,2021-9-1,Red Sox,Chris Sale,Rays,Joey Wendle,2,Contact,Fastball,95.0,2238,18,↓,18,False,"(2, 1)",→,"In play, out(s)",4-Seam Fastball,0.620109208935891
2357,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jonathan Arauz,3,Strike,Fastball,94.9,2229,13,↓,5,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.6522002907698111
2358,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jonathan Arauz,3,Strike,Fastball,96.4,2388,8,↓,6,True,"(0, 1)",←,Swinging Strike,4-Seam Fastball,0.7514794316109683
2359,2021-9-1,Red Sox,Drew Rasmussen,Rays,Jonathan Arauz,3,Contact,Fastball,96.2,2356,12,↓,4,True,"(0, 2)",←,"In play, out(s)",4-Seam Fastball,0.6758160534365033
2360,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Strike,Curveball,77.7,2627,64,↓,6,False,"(0, 0)",→,Called Strike,Curveball,0.7083406830037605
2361,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Ball,Changeup,90.2,1837,22,↓,17,True,"(0, 1)",←,Ball,Changeup,0.5726573086932961
2362,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Foul,Fastball,97.6,2475,12,↓,3,True,"(1, 1)",←,Foul,4-Seam Fastball,0.6662156995848467
2363,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Foul,Fastball,97.7,2404,10,↓,5,True,"(1, 2)",←,Foul,4-Seam Fastball,0.6850139984311348
2364,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Foul,Slider,85.9,2799,41,↓,3,False,"(1, 2)",→,Foul,Slider,0.6667310685985045
2365,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Ball,Slider,87.3,2677,39,↓,3,False,"(1, 2)",→,Ball,Slider,0.6666411170453883
2366,2021-9-1,Red Sox,Drew Rasmussen,Rays,Kyle Schwarber,3,Contact,Fastball,97.0,2390,12,↓,4,True,"(2, 2)",←,"In play, out(s)",4-Seam Fastball,0.6742963202745645
2367,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,3,Strike,Fastball,97.7,2448,10,↓,4,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.68421577008566
2368,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,3,Ball,Fastball,97.1,2436,10,↓,4,True,"(0, 1)",←,Ball,4-Seam Fastball,0.6856564875687873
2369,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,3,Ball,Slider,85.5,2780,41,↓,0,False,"(1, 1)",,Ball,Slider,0.6782810403758962
2370,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,3,Foul,Fastball,96.2,2355,12,↓,5,True,"(2, 1)",←,Foul,4-Seam Fastball,0.6765401950313003
2371,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,3,Ball,Slider,85.8,2696,39,↓,2,False,"(2, 2)",→,Ball,Slider,0.6669734269743711
2372,2021-9-1,Red Sox,Drew Rasmussen,Rays,Hunter Renfroe,3,Contact,Fastball,97.2,2283,12,↓,3,True,"(3, 2)",←,"In play, out(s)",4-Seam Fastball,0.6607751700103258
2373,2021-9-1,Red Sox,Chris Sale,Rays,Taylor Walls,3,Strike,Slider,75.4,2017,50,↓,15,True,"(0, 0)",←,Called Strike,Slider,0.702350573624794
2374,2021-9-1,Red Sox,Chris Sale,Rays,Taylor Walls,3,Ball,Fastball,92.9,2135,19,↓,13,False,"(0, 1)",→,Ball,4-Seam Fastball,0.6021209289888647
2375,2021-9-1,Red Sox,Chris Sale,Rays,Taylor Walls,3,Ball,Changeup,85.4,1968,34,↓,18,False,"(1, 1)",→,Ball,Changeup,0.5605450432958583
2376,2021-9-1,Red Sox,Chris Sale,Rays,Taylor Walls,3,Ball,Changeup,85.4,2094,35,↓,20,False,"(2, 1)",→,Ball,Changeup,0.568733332389808
2377,2021-9-1,Red Sox,Chris Sale,Rays,Taylor Walls,3,Foul,Fastball,94.1,2187,18,↓,14,False,"(3, 1)",→,Foul,4-Seam Fastball,0.6057848537173162
2378,2021-9-1,Red Sox,Chris Sale,Rays,Taylor Walls,3,Contact,Fastball,93.1,2246,20,↓,14,False,"(3, 2)",→,"In play, out(s)",4-Seam Fastball,0.6046679812497483
2379,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,3,Ball,Changeup,86.2,2061,35,↓,21,False,"(0, 0)",→,Ball,Changeup,0.5750747818892722
2380,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,3,Strike,Changeup,89.0,2095,33,↓,22,False,"(1, 0)",→,Called Strike,Changeup,0.5886019279302038
2381,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,3,Strike,Fastball,95.3,2327,17,↓,14,False,"(1, 1)",→,Swinging Strike,4-Seam Fastball,0.645418716226443
2382,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,3,Foul,Fastball,95.4,2348,17,↓,15,False,"(1, 2)",→,Foul,4-Seam Fastball,0.6396710927976983
2383,2021-9-1,Red Sox,Chris Sale,Rays,Randy Arozarena,3,Strike,Slider,80.5,2272,45,↓,7,True,"(1, 2)",←,Swinging Strike,Slider,0.6669448090312105
2384,2021-9-1,Red Sox,Chris Sale,Rays,Nelson Cruz,3,Strike,Fastball,92.3,2236,19,↓,15,False,"(0, 0)",→,Swinging Strike,4-Seam Fastball,0.6122274621367073
2385,2021-9-1,Red Sox,Chris Sale,Rays,Nelson Cruz,3,Ball,Fastball,94.0,2157,21,↓,13,False,"(0, 1)",→,Ball,4-Seam Fastball,0.5944144646486212
2386,2021-9-1,Red Sox,Chris Sale,Rays,Nelson Cruz,3,Contact,Slider,79.5,2177,46,↓,6,True,"(1, 1)",←,"In play, no out",Slider,0.6630108427624517
2387,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,3,Strike,Fastball,95.0,2190,18,↓,13,False,"(0, 0)",→,Called Strike,4-Seam Fastball,0.5972016734835124
2388,2021-9-1,Red Sox,Chris Sale,Rays,Wander Franco,3,Contact,Fastball,94.5,2258,19,↓,15,False,"(0, 1)",→,"In play, run(s)",4-Seam Fastball,0.6027377644923587
2389,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,3,Strike,Changeup,86.6,1950,37,↓,19,False,"(0, 0)",→,Swinging Strike,Changeup,0.5644845028345745
2390,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,3,Strike,Slider,80.6,2106,46,↓,8,True,"(0, 1)",←,Called Strike,Slider,0.6745797473487084
2391,2021-9-1,Red Sox,Chris Sale,Rays,Yandy Diaz,3,Strike,Fastball,95.4,2269,18,↓,14,False,"(0, 2)",→,Swinging Strike,4-Seam Fastball,0.605525393671701
2392,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,4,Ball,Fastball,96.3,2295,11,↓,3,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6650984164081013
2393,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,4,Foul,Fastball,95.9,2251,11,↓,4,True,"(1, 0)",←,Foul,4-Seam Fastball,0.6612688704024258
2394,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,4,Foul,Fastball,97.0,2297,14,↓,4,True,"(1, 1)",←,Foul,4-Seam Fastball,0.6168965874282636
2395,2021-9-1,Red Sox,Drew Rasmussen,Rays,Rafael Devers,4,Contact,Curveball,79.3,2558,53,↓,9,False,"(1, 2)",→,"In play, out(s)",Curveball,0.6777516884149041
2396,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,4,Strike,Slider,86.5,2581,39,↓,0,False,"(0, 0)",,Called Strike,Slider,0.6819101802599828
2397,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,4,Strike,Slider,86.3,2716,38,↓,0,False,"(0, 1)",,Swinging Strike,Slider,0.6822871337132884
2398,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,4,Ball,Slider,86.8,2635,41,↓,5,False,"(0, 2)",→,Ball,Slider,0.6634323627110809
2399,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,4,Ball,Fastball,97.5,2393,15,↓,8,True,"(1, 2)",←,Ball,4-Seam Fastball,0.618150337044677
2400,2021-9-1,Red Sox,Drew Rasmussen,Rays,J.D. Martinez,4,Contact,Fastball,96.6,2332,15,↓,6,True,"(2, 2)",←,"In play, out(s)",4-Seam Fastball,0.6202384163595217
2401,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,4,Foul,Fastball,95.6,2217,13,↓,4,True,"(0, 0)",←,Foul,4-Seam Fastball,0.6479408993267013
2402,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,4,Ball,Fastball,96.2,2311,8,↓,6,True,"(0, 1)",←,Ball,4-Seam Fastball,0.7530155209091766
2403,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,4,Foul,Slider,85.8,2657,32,↓,4,False,"(1, 1)",→,Foul,Slider,0.6733533291424325
2404,2021-9-1,Red Sox,Drew Rasmussen,Rays,Alex Verdugo,4,Contact,Fastball,96.8,2483,10,↓,4,True,"(1, 2)",←,"In play, out(s)",4-Seam Fastball,0.6910944395251281
2405,2021-9-1,Red Sox,Chris Sale,Rays,Manuel Margot,4,Contact,Sinker,91.8,1980,29,↓,20,False,"(0, 0)",→,"In play, no out",Sinker,0.6249852987601848
2406,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,4,Strike,Changeup,86.9,1873,33,↓,21,False,"(0, 0)",→,Swinging Strike,Changeup,0.5737260126082371
2407,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,4,Ball,Slider,79.0,2194,49,↓,8,True,"(0, 1)",←,Ball,Slider,0.6749421570463737
2408,2021-9-1,Red Sox,Chris Sale,Rays,Mike Zunino,4,Ball,Slider,79.3,2177,45,↓,7,True,"(1, 1)",←,Ball,Slider,0.6669734722999043
